Fecha del hecho,Dia de la Semana,Hora del hecho (HH:MM),Genero,Comuna,Modalidad,Arma/medio,Móvil agresor,Móvil víctima,Edad,Descripcion Conducta
2015-04-11T00:00:00.000,sábado,1899-12-31T02:45:00.000,Masculino,3,Engaño,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-11T00:00:00.000,sábado,1899-12-31T14:15:00.000,Masculino,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-11T00:00:00.000,sábado,1899-12-31T18:30:00.000,Masculino,7,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-11T00:00:00.000,sábado,1899-12-31T04:35:00.000,Masculino,7,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-11T00:00:00.000,sábado,1899-12-31T19:00:00.000,Masculino,Corregimiento Río Las Ceibas,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Residencias
2015-04-11T00:00:00.000,sábado,1899-12-31T11:20:00.000,Sin dato,10,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a comercio
2015-04-11T00:00:00.000,sábado,1899-12-31T14:00:00.000,Sin dato,6,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-05-29T00:00:00.000,viernes,1899-12-31T11:30:00.000,Masculino,6,Atraco,Arma blanca,A pie,Motocicleta,44,Hurto de motos
2015-04-11T00:00:00.000,sábado,1899-12-31T09:00:00.000,Sin dato,6,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2015-04-11T00:00:00.000,sábado,1899-12-31T17:00:00.000,Sin dato,3,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-11T00:00:00.000,sábado,1899-12-31T16:24:00.000,Sin dato,4,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-12T00:00:00.000,domingo,1899-12-31T20:30:00.000,Femenino,Corregimiento Fortalecillas,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-12T00:00:00.000,domingo,1899-12-31T04:00:00.000,Masculino,1,Halado,Sin empleo de arma,A pie,Motocicleta,Sin dato,Hurto de motos
2015-04-12T00:00:00.000,domingo,1899-12-31T00:20:00.000,Masculino,4,Atraco,Arma de fuego,Taxi,Pasajero de taxi,Sin dato,Hurto a Personas
2015-04-12T00:00:00.000,domingo,1899-12-31T18:40:00.000,Masculino,1,Engaño,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-12T00:00:00.000,domingo,1899-12-31T11:00:00.000,Masculino,7,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-12T00:00:00.000,domingo,1899-12-31T10:45:00.000,Masculino,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-13T00:00:00.000,lunes,1899-12-31T18:45:00.000,Masculino,1,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-13T00:00:00.000,lunes,1899-12-31T18:00:00.000,Masculino,3,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-13T00:00:00.000,lunes,1899-12-31T09:50:00.000,Masculino,2,Atraco,Arma de fuego,Motocicleta,Sin dato,Sin dato,Hurto a Personas
2015-04-13T00:00:00.000,lunes,1899-12-31T00:00:00.000,Masculino,2,Engaño,Sin empleo de arma,Taxi,A pie,Sin dato,Hurto a Personas
2015-04-13T00:00:00.000,lunes,1899-12-31T14:15:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-13T00:00:00.000,lunes,1899-12-31T06:45:00.000,Masculino,5,Llave maestra,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-13T00:00:00.000,lunes,1899-12-31T20:15:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-13T00:00:00.000,lunes,1899-12-31T08:00:00.000,Sin dato,Corregimiento Vegalarga,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2015-04-13T00:00:00.000,lunes,1899-12-31T11:25:00.000,Sin dato,4,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-14T00:00:00.000,martes,1899-12-31T11:30:00.000,Femenino,9,Atraco,Arma blanca,A pie,Motocicleta,Sin dato,Hurto a Personas
2015-04-14T00:00:00.000,martes,1899-12-31T10:30:00.000,Femenino,1,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-14T00:00:00.000,martes,1899-12-31T20:00:00.000,Femenino,1,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-14T00:00:00.000,martes,1899-12-31T21:30:00.000,Masculino,8,Atraco,Arma blanca,Bicicleta,A pie,Sin dato,Hurto a Personas
2015-04-14T00:00:00.000,martes,1899-12-31T06:30:00.000,Masculino,6,Atraco,Arma de fuego,Bicicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-14T00:00:00.000,martes,1899-12-31T00:00:00.000,Masculino,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-14T00:00:00.000,martes,1899-12-31T00:30:00.000,Masculino,10,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-15T00:00:00.000,miércoles,1899-12-31T18:50:00.000,Femenino,2,Raponazo,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-15T00:00:00.000,miércoles,1899-12-31T10:30:00.000,Masculino,2,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-15T00:00:00.000,miércoles,1899-12-31T14:40:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-15T00:00:00.000,miércoles,1899-12-31T23:00:00.000,Sin dato,2,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-15T00:00:00.000,miércoles,1899-12-31T09:00:00.000,Sin dato,6,Llave maestra,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-16T00:00:00.000,jueves,1899-12-31T10:00:00.000,Femenino,4,Cosquilleo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-16T00:00:00.000,jueves,1899-12-31T11:00:00.000,Femenino,6,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-16T00:00:00.000,jueves,1899-12-31T19:30:00.000,Femenino,7,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-16T00:00:00.000,jueves,1899-12-31T20:50:00.000,Masculino,4,Escopolaminado,Escopolamina,Taxi,Pasajero de taxi,Sin dato,Hurto a Personas
2015-04-16T00:00:00.000,jueves,1899-12-31T17:18:00.000,Masculino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-16T00:00:00.000,jueves,1899-12-31T10:25:00.000,Masculino,6,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-16T00:00:00.000,jueves,1899-12-31T02:20:00.000,Masculino,9,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-16T00:00:00.000,jueves,1899-12-31T13:10:00.000,Sin dato,4,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-16T00:00:00.000,jueves,1899-12-31T14:40:00.000,Sin dato,4,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-16T00:00:00.000,jueves,1899-12-31T12:40:00.000,Sin dato,6,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-16T00:00:00.000,jueves,1899-12-31T19:00:00.000,Sin dato,4,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2015-04-17T00:00:00.000,viernes,1899-12-31T18:30:00.000,Femenino,4,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-17T00:00:00.000,viernes,1899-12-31T13:45:00.000,Femenino,3,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-17T00:00:00.000,viernes,1899-12-31T07:00:00.000,Masculino,2,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-17T00:00:00.000,viernes,1899-12-31T13:30:00.000,Masculino,2,Raponazo,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-17T00:00:00.000,viernes,1899-12-31T13:50:00.000,Masculino,4,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-17T00:00:00.000,viernes,1899-12-31T14:15:00.000,Masculino,8,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-17T00:00:00.000,viernes,1899-12-31T14:00:00.000,Sin dato,2,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a comercio
2015-04-18T00:00:00.000,sábado,1899-12-31T21:30:00.000,Femenino,6,Atraco,Arma blanca,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-18T00:00:00.000,sábado,1899-12-31T00:00:00.000,Femenino,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-18T00:00:00.000,sábado,1899-12-31T22:00:00.000,Masculino,4,Halado,Sin dato,A pie,Motocicleta,Sin dato,Hurto de motos
2015-04-18T00:00:00.000,sábado,1899-12-31T12:35:00.000,Masculino,6,Atraco,Arma de fuego,Motocicleta,Vehículo,Sin dato,Hurto a Personas
2015-04-18T00:00:00.000,sábado,1899-12-31T21:00:00.000,Masculino,1,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-18T00:00:00.000,sábado,1899-12-31T07:30:00.000,Masculino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-18T00:00:00.000,sábado,1899-12-31T09:00:00.000,Masculino,4,Rompimiento vidrio,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-19T00:00:00.000,domingo,1899-12-31T19:45:00.000,Femenino,7,Cosquilleo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-19T00:00:00.000,domingo,1899-12-31T00:00:00.000,Masculino,1,Atraco,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-19T00:00:00.000,domingo,1899-12-31T06:00:00.000,Masculino,9,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-19T00:00:00.000,domingo,1899-12-31T20:30:00.000,Masculino,3,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-20T00:00:00.000,lunes,1899-12-31T20:00:00.000,Femenino,6,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-20T00:00:00.000,lunes,1899-12-31T00:00:00.000,Femenino,8,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-20T00:00:00.000,lunes,1899-12-31T19:00:00.000,Femenino,8,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-20T00:00:00.000,lunes,1899-12-31T00:00:00.000,Femenino,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-20T00:00:00.000,lunes,1899-12-31T16:00:00.000,Femenino,5,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-20T00:00:00.000,lunes,1899-12-31T15:00:00.000,Masculino,2,Atraco,Arma de fuego,Motocicleta,Vehículo,Sin dato,Hurto a Personas
2015-04-20T00:00:00.000,lunes,1899-12-31T17:45:00.000,Masculino,4,Cosquilleo,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-20T00:00:00.000,lunes,1899-12-31T12:40:00.000,Masculino,6,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-20T00:00:00.000,lunes,1899-12-31T09:00:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-21T00:00:00.000,martes,1899-12-31T00:00:00.000,Femenino,5,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T20:30:00.000,Femenino,4,Atraco,Arma blanca,A pie,Motocicleta,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T21:30:00.000,Femenino,7,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T07:30:00.000,Femenino,4,Engaño,Sin empleo de arma,Motocicleta,Vehículo,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T18:57:00.000,Femenino,1,Engaño,Sin empleo de arma,Motocicleta,Vehículo,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T14:00:00.000,Femenino,2,Atraco,Arma blanca,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T06:50:00.000,Femenino,10,Factor de oportunidad,Sin empleo de arma,A pie,Vehículo,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T18:10:00.000,Femenino,2,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-21T00:00:00.000,martes,1899-12-31T20:15:00.000,Femenino,6,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-21T00:00:00.000,martes,1899-12-31T18:50:00.000,Masculino,1,Halado,Llave maestra,A pie,Motocicleta,Sin dato,Hurto de motos
2015-04-21T00:00:00.000,martes,1899-12-31T11:00:00.000,Masculino,6,Atraco,Arma blanca,A pie,Motocicleta,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T07:00:00.000,Masculino,4,Rompimiento vidrio,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T18:30:00.000,Masculino,8,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-21T00:00:00.000,martes,1899-12-31T18:10:00.000,Masculino,2,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-22T00:00:00.000,miércoles,1899-12-31T19:40:00.000,Femenino,1,Atraco,Arma blanca,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-22T00:00:00.000,miércoles,1899-12-31T16:00:00.000,Femenino,2,Paquete chileno,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-22T00:00:00.000,miércoles,1899-12-31T20:00:00.000,Femenino,5,Atraco,Arma blanca,A pie,Motocicleta,Sin dato,Hurto a Personas
2015-04-22T00:00:00.000,miércoles,1899-12-31T15:00:00.000,Femenino,1,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-22T00:00:00.000,miércoles,1899-12-31T04:30:00.000,Femenino,8,Llamada millonaria,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-22T00:00:00.000,miércoles,1899-12-31T19:00:00.000,Masculino,6,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-22T00:00:00.000,miércoles,1899-12-31T19:50:00.000,Masculino,8,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-22T00:00:00.000,miércoles,1899-12-31T00:00:00.000,Masculino,5,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-22T00:00:00.000,miércoles,1899-12-31T15:15:00.000,Masculino,7,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-22T00:00:00.000,miércoles,1899-12-31T11:00:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-23T00:00:00.000,jueves,1899-12-31T20:35:00.000,Femenino,6,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto de motos
2015-04-23T00:00:00.000,jueves,1899-12-31T20:40:00.000,Femenino,4,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-23T00:00:00.000,jueves,1899-12-31T20:35:00.000,Femenino,6,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-23T00:00:00.000,jueves,1899-12-31T12:24:00.000,Femenino,4,Raponazo,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-23T00:00:00.000,jueves,1899-12-31T22:13:00.000,Masculino,5,Atraco,Arma blanca,A pie,Motocicleta,Sin dato,Hurto de motos
2015-04-23T00:00:00.000,jueves,1899-12-31T20:40:00.000,Masculino,4,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-23T00:00:00.000,jueves,1899-12-31T00:00:00.000,Masculino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-23T00:00:00.000,jueves,1899-12-31T23:00:00.000,Masculino,3,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-23T00:00:00.000,jueves,1899-12-31T22:00:00.000,Masculino,6,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-23T00:00:00.000,jueves,1899-12-31T17:10:00.000,Masculino,7,Llave maestra,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-23T00:00:00.000,jueves,1899-12-31T10:00:00.000,Sin dato,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-24T00:00:00.000,viernes,1899-12-31T19:30:00.000,Femenino,6,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T10:50:00.000,Femenino,2,Suplantación autoridades seguridad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T20:30:00.000,Femenino,4,Raponazo,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T02:30:00.000,Femenino,6,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T16:00:00.000,Femenino,5,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T16:30:00.000,Femenino,5,Atraco,Arma blanca,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T12:30:00.000,Femenino,3,Escopolaminado,Escopolamina,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-24T00:00:00.000,viernes,1899-12-31T10:47:00.000,Masculino,4,Halado,Llave maestra,A pie,Vehículo,49,Hurto a automotores
2015-04-24T00:00:00.000,viernes,1899-12-31T09:00:00.000,Masculino,2,Engaño,Sin empleo de arma,A pie,Motocicleta,Sin dato,Hurto de motos
2015-04-24T00:00:00.000,viernes,1899-12-31T20:30:00.000,Masculino,10,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T12:15:00.000,Masculino,7,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T14:20:00.000,Masculino,5,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-24T00:00:00.000,viernes,1899-12-31T18:00:00.000,Masculino,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-25T00:00:00.000,sábado,1899-12-31T14:00:00.000,Femenino,1,Atraco,Arma blanca,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-25T00:00:00.000,sábado,1899-12-31T07:00:00.000,Femenino,4,Clonación de tarjeta,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-25T00:00:00.000,sábado,1899-12-31T10:05:00.000,Femenino,2,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-25T00:00:00.000,sábado,1899-12-31T22:00:00.000,Femenino,7,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-25T00:00:00.000,sábado,1899-12-31T11:00:00.000,Masculino,7,Atraco,Arma blanca,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-25T00:00:00.000,sábado,1899-12-31T14:00:00.000,Masculino,4,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-25T00:00:00.000,sábado,1899-12-31T13:45:00.000,Masculino,5,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-25T00:00:00.000,sábado,1899-12-31T00:00:00.000,Masculino,8,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-25T00:00:00.000,sábado,1899-12-31T23:40:00.000,Masculino,3,Violación cerraduras,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-26T00:00:00.000,domingo,1899-12-31T15:00:00.000,Femenino,2,Rompimiento vidrio,Contundente,A pie,Vehículo,Sin dato,Hurto a Personas
2015-04-26T00:00:00.000,domingo,1899-12-31T20:00:00.000,Masculino,6,Atraco,Arma de fuego,A pie,Motocicleta,Sin dato,Hurto de motos
2015-04-26T00:00:00.000,domingo,1899-12-31T05:30:00.000,Masculino,1,Halado,Llave maestra,Motocicleta,Motocicleta,Sin dato,Hurto de motos
2015-04-26T00:00:00.000,domingo,1899-12-31T00:50:00.000,Masculino,10,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-26T00:00:00.000,domingo,1899-12-31T02:00:00.000,Masculino,6,Cosquilleo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-26T00:00:00.000,domingo,1899-12-31T08:00:00.000,Masculino,4,Rompimiento vidrio,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-26T00:00:00.000,domingo,1899-12-31T18:40:00.000,Sin dato,3,Violación caja fuerte,Contundente,A pie,A pie,Sin dato,Hurto a comercio
2015-04-27T00:00:00.000,lunes,1899-12-31T20:30:00.000,Femenino,2,Raponazo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-27T00:00:00.000,lunes,1899-12-31T09:05:00.000,Masculino,6,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-27T00:00:00.000,lunes,1899-12-31T20:10:00.000,Masculino,5,Rompimiento vidrio,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-27T00:00:00.000,lunes,1899-12-31T18:45:00.000,Masculino,6,Atraco,Arma blanca,A pie,Vehículo,Sin dato,Hurto a Personas
2015-04-27T00:00:00.000,lunes,1899-12-31T09:00:00.000,Masculino,2,Rompimiento vidrio,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-27T00:00:00.000,lunes,1899-12-31T21:00:00.000,Masculino,5,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-27T00:00:00.000,lunes,1899-12-31T07:00:00.000,Masculino,10,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-27T00:00:00.000,lunes,1899-12-31T22:15:00.000,Masculino,9,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-28T00:00:00.000,martes,1899-12-31T18:30:00.000,Femenino,6,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T06:05:00.000,Femenino,3,Engaño,Sin empleo de arma,Motocicleta,A pie,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T22:10:00.000,Femenino,6,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T15:20:00.000,Femenino,9,Raponazo,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T06:50:00.000,Femenino,4,Rompimiento vidrio,Contundente,Motocicleta,Vehículo,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T18:40:00.000,Femenino,7,Llave maestra,Contundente,A pie,A pie,Sin dato,Hurto a Residencias
2015-04-28T00:00:00.000,martes,1899-12-31T21:32:00.000,Masculino,9,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T00:00:00.000,Masculino,4,Cosquilleo,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T00:30:00.000,Masculino,6,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T10:00:00.000,Masculino,1,Rompimiento vidrio,Contundente,A pie,A pie,Sin dato,Hurto a Personas
2015-04-28T00:00:00.000,martes,1899-12-31T21:25:00.000,Sin dato,1,Atraco,Arma de fuego,Motocicleta,A pie,Sin dato,Hurto a comercio
2015-04-28T00:00:00.000,martes,1899-12-31T11:00:00.000,Sin dato,1,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a comercio
2015-04-29T00:00:00.000,miércoles,1899-12-31T20:00:00.000,Femenino,6,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto de motos
2015-04-29T00:00:00.000,miércoles,1899-12-31T18:45:00.000,Femenino,7,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto de motos
2015-04-29T00:00:00.000,miércoles,1899-12-31T05:30:00.000,Femenino,3,Halado,Llave maestra,A pie,Motocicleta,Sin dato,Hurto de motos
2015-04-29T00:00:00.000,miércoles,1899-12-31T12:05:00.000,Femenino,8,Atraco,Arma blanca,A pie,A pie,Sin dato,Hurto a Personas
2015-04-29T00:00:00.000,miércoles,1899-12-31T09:00:00.000,Femenino,4,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-29T00:00:00.000,miércoles,1899-12-31T18:45:00.000,Femenino,7,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-29T00:00:00.000,miércoles,1899-12-31T15:36:00.000,Femenino,2,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Hurto a Personas
2015-04-29T00:00:00.000,miércoles,1899-12-31T07:00:00.000,Femenino,6,Atraco,Arma de fuego,A pie,A pie,Sin dato,Hurto a Personas
2015-04-29T00:00:00.000,miércoles,1899-12-31T12:40:00.000,Femenino,10,Llamada millonaria,Sin empleo de arma,A pie,A pie,Sin dato,Hurto a Personas
2015-04-29T00:00:00.000,miércoles,1899-12-31T11:20:00.000,Masculino,9,Atraco,Arma de fuego,A pie,Vehículo,Sin dato,Hurto a Personas
2015-04-29T00:00:00.000,miércoles,1899-12-31T14:00:00.000,Masculino,6,Atraco,Arma de fuego,Motocicleta,Vehículo,Sin dato,Hurto a Personas
